Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
PTS	gene	PTS	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, A, 261640;6-Pyruvoyltetrahydropterin Synthase Deficiency;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000150787	ENSG00000150787	HGNC:9689													
QDPR	gene	QDPR	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, C, 261630;Dihydropteridine reductase deficiency;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000151552	ENSG00000151552	HGNC:9752													
RHOBTB2	gene	RHOBTB2	Expert Review Green;Other	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Epileptic encephalopathy, early infantile, 64, MIM#	618004;Dystonia, hypertonia, movement disorder;truncal hypotonia;hemiparesis;developmental and epileptic encephalopathy"			Dystonia;HP:0001332	PMID: 29276004		False	3	0;0;0	0.232	True		ENSG00000008853	ENSG00000008853	HGNC:18756													
RNASEH2B	gene	RNASEH2B	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 2 MIM#610181			Dystonia;HP:0001332	20131292;26860721		False	3	100;0;0	0.232	True		ENSG00000136104	ENSG00000136104	HGNC:25671													
RNASEH2C	gene	RNASEH2C	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 3 MIM#610329			Dystonia;HP:0001332	20131292;23322642		False	3	100;0;0	0.232	True		ENSG00000172922	ENSG00000172922	HGNC:24116													
RNU7-1	gene	RNU7-1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 9, MIM# 619487			Dystonia;HP:0001332	33230297		False	3	100;0;0	0.232	True		ENSG00000238923	ENSG00000238923	HGNC:34033													
SERAC1	gene	SERAC1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	3-MEthylGlutaconic aciduria, Dystonia-Deafness, Hepatopathy, Encephalopathy, Leigh-like syndrome;3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, 614739;Lesions in the basal ganglia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000122335	ENSG00000122335	HGNC:21061													
SETX	gene	SETX	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2, MIM#	606002"			Dystonia;HP:0001332	19696032		False	3	100;0;0	0.232	True		ENSG00000107290	ENSG00000107290	HGNC:445													
SHQ1	gene	SHQ1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia 35, childhood-onset , MIM# 619921;Neurodevelopmental disorder with dystonia and seizures, MIM# 619922			Dystonia;HP:0001332	34542157;29178645;36847845;37475611		False	3	100;0;0	0.232	True		ENSG00000144736	ENSG00000144736	HGNC:25543													
SLC16A2	gene	SLC16A2	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Allan-Herndon-Dudley syndrome, MIM# 300523			Dystonia;HP:0001332	15980113;31410843;20301789		False	3	100;0;0	0.232	True		ENSG00000147100	ENSG00000147100	HGNC:10923													
SLC18A2	gene	SLC18A2	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Parkinsonism-dystonia, infantile, 2, MIM#	618049"			Dystonia;HP:0001332	23363473;31240161;26497564		False	3	100;0;0	0.232	True		ENSG00000165646	ENSG00000165646	HGNC:10935													
SLC19A3	gene	SLC19A3	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2) 607483;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000135917	ENSG00000135917	HGNC:16266													
SLC20A2	gene	SLC20A2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal ganglia calcification, idiopathic, 1 213600;Dystonia			Dystonia;HP:0001332	22327515;23334463;24411498		False	3	100;0;0	0.232	True		ENSG00000168575	ENSG00000168575	HGNC:10947													
SLC30A10	gene	SLC30A10	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia/Parkinsonism, Hypermanganesemia, Polycythemia, and Chronic Liver Disease;Hypermanganesemia with dystonia, polycythemia, and cirrhosis, 613280			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000196660	ENSG00000196660	HGNC:25355													
SLC30A9	gene	SLC30A9	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Birk-Landau-Perez syndrome	(MIM#617595)"			Dystonia;HP:0001332	37041080		False	3	100;0;0	0.232	True		ENSG00000014824	ENSG00000014824	HGNC:1329													
SLC39A14	gene	SLC39A14	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hypermanganesemia with dystonia 2 617013			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000104635	ENSG00000104635	HGNC:20858													
SLC6A3	gene	SLC6A3	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dopamine transporter deficiency;Parkinsonism-dystonia, infantile, 613135			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000142319	ENSG00000142319	HGNC:11049													
SNORD118	gene	SNORD118	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, brain calcifications, and cysts MIM#614561			Dystonia;HP:0001332	27571260		False	3	100;0;0	0.232	True		ENSG00000200463	ENSG00000200463	HGNC:32952													
SPATA5L1	gene	SPATA5L1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with hearing loss and spasticity, MIM# 619616			Dystonia;HP:0001332	34626583		False	3	100;0;0	0.232	True		ENSG00000171763	ENSG00000171763	HGNC:28762													
SQSTM1	gene	SQSTM1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, MIM# 617145			Dystonia;HP:0001332	PMID: 27545679		False	3	100;0;0	0.232	True		ENSG00000161011	ENSG00000161011	HGNC:11280													
SUCLA2	gene	SUCLA2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria);Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000136143	ENSG00000136143	HGNC:11448													
SUOX	gene	SUOX	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Sulfite oxidase deficiency MIM#272300			Dystonia;HP:0001332	9600976;28933809;16140720		False	3	100;0;0	0.232	True		ENSG00000139531	ENSG00000139531	HGNC:11460													
SURF1	gene	SURF1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Leigh syndrome, due to COX IV deficiency, MIM#	256000"			Dystonia;HP:0001332	19780766		False	3	100;0;0	0.232	True		ENSG00000148290	ENSG00000148290	HGNC:11474													
SYNJ1	gene	SYNJ1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	juvenile Parkinsonism;Parkinson disease 20, early-onset			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000159082	ENSG00000159082	HGNC:11503													
SYT1	gene	SYT1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Baker-Gordon syndrome MIM#618218			Dystonia;HP:0001332	30107533		False	3	100;0;0	0.232	True		ENSG00000067715	ENSG00000067715	HGNC:11509													
TIMM8A	gene	TIMM8A	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Deafness-Dystonia-Optic Neuronopathy Syndrome;Mohr-Tranebjaerg syndrome, MIM# 304700			Dystonia;HP:0001332	11803487;11405816;32820032		False	3	100;0;0	0.232	True		ENSG00000126953	ENSG00000126953	HGNC:11817													
TNPO2	gene	TNPO2	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Intellectual developmental disorder with hypotonia, impaired speech, and dysmorphic facies, MIM#	619556"			Dystonia;HP:0001332	34314705		False	3	100;0;0	0.232	True		ENSG00000105576	ENSG00000105576	HGNC:19998													
TPK1	gene	TPK1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type);Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000196511	ENSG00000196511	HGNC:17358													
TREX1	gene	TREX1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 1, dominant and recessive MIM#225750			Dystonia;HP:0001332	20131292		False	3	100;0;0	0.232	True		ENSG00000213689	ENSG00000213689	HGNC:12269													
TRPM3	gene	TRPM3	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, MIM# 620224			Dystonia;HP:0001332	31278393;35146895		False	3	100;0;0	0.232	True		ENSG00000083067	ENSG00000083067	HGNC:17992													
TSPOAP1	gene	TSPOAP1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia 22, MIM# 620453			Dystonia;HP:0001332	33539324		False	3	100;0;0	0.232	True		ENSG00000005379	ENSG00000005379	HGNC:16831													
UBTF	gene	UBTF	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodegeneration, childhood-onset, with brain atrophy, MIM# 617672;MONDO:0044701			Dystonia;HP:0001332	28777933;29300972		False	3	100;0;0	0.232	True	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000108312	ENSG00000108312	HGNC:12511													
VAC14	gene	VAC14	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Striatonigral degeneration, childhood-onset 617054			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000103043	ENSG00000103043	HGNC:25507													
VAMP2	gene	VAMP2	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements 618760;Dystonia;Cortical visual impairment;Seizures;Stereotypic behaviour;Generalized hypotonia;Intellectual disability			Dystonia;HP:0001332	30929742		False	3	100;0;0	0.232	True		ENSG00000220205	ENSG00000220205	HGNC:12643													
VPS13A	gene	VPS13A	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	complex parkinsonism;Choreoacanthocytosis 200150			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000197969	ENSG00000197969	HGNC:1908													
VPS13D	gene	VPS13D	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Spinocerebellar ataxia, autosomal recessive 4, MIM#	607317"			Dystonia;HP:0001332	29604224;29518281		False	3	100;0;0	0.232	True		ENSG00000048707	ENSG00000048707	HGNC:23595													
VPS16	gene	VPS16	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Dystonia 30, MIM#619291			Dystonia;HP:0001332	32808683		False	3	100;0;0	0.232	True		ENSG00000215305	ENSG00000215305	HGNC:14584													
VPS41	gene	VPS41	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia-29 (SCAR29), MIM#619389;Progressive neurodevelopmental disorder with ataxia, hypotonia, dystonia, intellectual disability and speech delay			Dystonia;HP:0001332	32808683;33764426		False	3	100;0;0	0.232	True		ENSG00000006715	ENSG00000006715	HGNC:12713													
VPS4A	gene	VPS4A	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	CIMDAG syndrome MIM# 619273			Dystonia;HP:0001332	33186543;33186545		False	3	100;0;0	0.232	True	Other	ENSG00000132612	ENSG00000132612	HGNC:13488													
WARS2	gene	WARS2	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinsonism-dystonia 3, childhood-onset, MIM# 619738;Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, MIM# 617710			Dystonia;HP:0001332	29120065;31970218;34890876;28236339;28650581;28905505;30920170		False	3	100;0;0	0.232	True		ENSG00000116874	ENSG00000116874	HGNC:12730													
WDR45	gene	WDR45	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Neurodegeneration with brain iron accumulation 5 300894;beta-propeller protein-associated neurodegeneration;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000196998	ENSG00000196998	HGNC:28912													
WDR73	gene	WDR73	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 1, 251300			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000177082	ENSG00000177082	HGNC:25928													
XK	gene	XK	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	McLeod syndrome with or without chronic granulomatous disease MIM#300842			Dystonia;HP:0001332	11761473		False	3	100;0;0	0.232	True		ENSG00000047597	ENSG00000047597	HGNC:12811													
YIF1B	gene	YIF1B	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Kaya-Barakat-Masson syndrome, MIM# 619125;Central hypotonia;Failure to thrive;Microcephaly;Global developmental delay;Intellectual disability;Seizures;Spasticity;Abnormality of movement			Dystonia;HP:0001332	32006098;26077767		False	3	100;0;0	0.232	True		ENSG00000167645	ENSG00000167645	HGNC:30511													
YY1	gene	YY1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Gabriele-de Vries syndrome 617557			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000100811	ENSG00000100811	HGNC:12856													
ZNF526	gene	ZNF526	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dentici-Novelli neurodevelopmental syndrome, MIM# 619877			Dystonia;HP:0001332	21937992;25558065;33397746		False	3	100;0;0	0.232	True		ENSG00000167625	ENSG00000167625	HGNC:29415													
AFG3L2	gene	AFG3L2	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Spastic ataxia 5, autosomal recessive MIM#614487;Early-onset dystonia			Dystonia;HP:0001332	22964162;16541453;32219868;36110148		False	2	33;0;67	0.232	True		ENSG00000141385	ENSG00000141385	HGNC:315													
ALK	gene	ALK	Expert Review Amber;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spastic-dystonic diplegia			Dystonia;HP:0001332	PMID: 32989326		False	2	0;100;0	0.232	True		ENSG00000171094	ENSG00000171094	HGNC:427													
CHD8	gene	CHD8	Expert Review Amber;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder, CHD8-related, MIM#615032;Dystonia			Dystonia;HP:0001332	34415117		False	2	0;100;0	0.232	True		ENSG00000100888	ENSG00000100888	HGNC:20153													
FBXL4	gene	FBXL4	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) MIM#615471			Dystonia;HP:0001332			False	2	0;100;0	0.232	True		ENSG00000112234	ENSG00000112234	HGNC:13601													
GSX2	gene	GSX2	Expert Review Amber;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Diencephalic-mesencephalic junction dysplasia syndrome 2	618646;Intellectual disability;Dystonia;Spastic tetra paresis"			Dystonia;HP:0001332	31412107		False	2	0;100;0	0.232	True		ENSG00000180613	ENSG00000180613	HGNC:24959													
HACE1	gene	HACE1	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia and psychomotor retardation with or without seizures MIM#616756			Dystonia;HP:0001332	26424145;26437029		False	2	0;100;0	0.232	True		ENSG00000085382	ENSG00000085382	HGNC:21033													
KIF1C	gene	KIF1C	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Spastic ataxia 2, autosomal recessive, MIM#	611302"			Dystonia;HP:0001332	31413903		False	2	0;100;0	0.232	True		ENSG00000129250	ENSG00000129250	HGNC:6317													
MAPT	gene	MAPT	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dementia, frontotemporal, with or without parkinsonism MIM#600274			Dystonia;HP:0001332	17319286;15883319		False	2	0;100;0	0.232	True		ENSG00000186868	ENSG00000186868	HGNC:6893													
NUP54	gene	NUP54	Expert Review Amber;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia 37, early-onset, with striatal lesions, MIM# 620427;Early onset dystonia;progressive neurological deterioration;ataxia;dysarthria;dysphagia;hypotonia			Dystonia;HP:0001332	36333996		False	2	0;100;0	0.232	True		ENSG00000138750	ENSG00000138750	HGNC:17359													
SAMHD1	gene	SAMHD1	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 5 MIM#612952			Dystonia;HP:0001332	20131292		False	2	0;100;0	0.232	True		ENSG00000101347	ENSG00000101347	HGNC:15925													
VAMP1	gene	VAMP1	Expert list;Expert Review Amber	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Spastic ataxia 1, autosomal dominant, MIM#	108600"			Dystonia;HP:0001332	22958904		False	2	0;100;0	0.232	True		ENSG00000139190	ENSG00000139190	HGNC:12642													
CHMP2B	gene	CHMP2B	Expert Review Red;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	familial frontotemporal lobar degeneration (ALS17);Frontotemporal dementia and/or amyotrophic lateral sclerosis 1;Dystonia			Dystonia;HP:0001332	20301378		False	1	0;0;100	0.232	True		ENSG00000083937	ENSG00000083937	HGNC:24537													
DCTN1	gene	DCTN1	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Perry syndrome MIM#168605			Dystonia;HP:0001332	24343258		False	1	0;0;100	0.232	True		ENSG00000204843	ENSG00000204843	HGNC:2711													
EARS2	gene	EARS2	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 12 MIM#614924			Dystonia;HP:0001332	22492562		False	1	0;0;100	0.232	True		ENSG00000103356	ENSG00000103356	HGNC:29419													
KCNQ2	gene	KCNQ2	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 7 MIM#613720			Dystonia;HP:0001332	12742592		False	1	0;0;100	0.232	True		ENSG00000075043	ENSG00000075043	HGNC:6296													
MAT1A	gene	MAT1A	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Methionine adenosyltransferase deficiency, autosomal recessive MIM#250850			Dystonia;HP:0001332	8770875		False	1	0;0;100	0.232	True		ENSG00000151224	ENSG00000151224	HGNC:6903													
MMADHC	gene	MMADHC	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Homocystinuria, cblD type, variant 1 MIM#277410			Dystonia;HP:0001332	15292234;18385497		False	1	0;0;100	0.232	True		ENSG00000168288	ENSG00000168288	HGNC:25221													
MOGS	gene	MOGS	Expert Review;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIb, MIM# 606056			Dystonia;HP:0001332	33058492		False	1	0;0;100	0.232	True		ENSG00000115275	ENSG00000115275	HGNC:24862													
MPV17	gene	MPV17	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type) MIM#256810			Dystonia;HP:0001332	29282788		False	1	0;0;100	0.232	True		ENSG00000115204	ENSG00000115204	HGNC:7224													
PDGFRB	gene	PDGFRB	Expert Review Red;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal ganglia calcification, idiopathic, 4, MIM# 615007			Dystonia;HP:0001332	24518837		False	1	0;0;100	0.232	True		ENSG00000113721	ENSG00000113721	HGNC:8804													
PLP1	gene	PLP1	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Pelizaeus-Merzbacher disease MIM#312080			Dystonia;HP:0001332	30046645;19396823		False	1	0;0;100	0.232	True		ENSG00000123560	ENSG00000123560	HGNC:9086													
RNASEH2A	gene	RNASEH2A	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 4 MIM#610333			Dystonia;HP:0001332	20131292		False	1	0;0;100	0.232	True		ENSG00000104889	ENSG00000104889	HGNC:18518													
TOR1AIP1	gene	TOR1AIP1	Expert Review Red;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia, cerebellar atrophy, and cardiomyopathy			Dystonia;HP:0001332	25425325		False	1	0;0;100	0.232	True		ENSG00000143337	ENSG00000143337	HGNC:29456													
UNC80	gene	UNC80	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hypotonia, infantile, with psychomotor retardation and characteristic facies 2, MIM# 616801;MONDO:0014777			Dystonia;HP:0001332	26545877		False	1	0;0;100	0.232	True		ENSG00000144406	ENSG00000144406	HGNC:26582													
VPS37A	gene	VPS37A	Expert list;Expert Review Red	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 53, autosomal recessive MIM#614898			Dystonia;HP:0001332	22717650		False	1	0;0;100	0.232	True		ENSG00000155975	ENSG00000155975	HGNC:24928													
FTDALS	str	C9orf72	Expert Review Green;Expert list	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1 MIM#105550			Dystonia;HP:0001332	26166205;24363131;26187722;25577942;21944779;21944778		False	3	100;0;0	0.232	True		ENSG00000147894	ENSG00000147894	HGNC:28337	9	27573427	27573544	27573529	27573546	GGGGCC	25	60					
